Foursquare Name,Foursquare Search,Foursquare Category,Latitude,Longitude,Foursquare Popularity,Foursquare Price,Foursquare Rating,Rounded Latitude,Rounded Longitude,ID
Kauppatorin Grilli,13058,Hot Dog Joint,60.167207,24.954183,0.9951425708004656,Most Affordable,6.3,60.167,24.954,60.167_24.954
Kauppatorin Laituri,13003,Bar,60.166647,24.953623,0.9511266649424543,Affordable,6.2,60.167,24.954,60.167_24.954
Ristorante Vaelsa,13025,Wine Bar,60.168131,24.953849,0.991877343851028,Affordable,6.1,60.168,24.954,60.168_24.954
Memphis Hakaniemi,13065,Restaurant,60.180212,24.948856,0.9874240268977112,Not Listed,6.0,60.18,24.949,60.18_24.949
Osteria dei Gusti,13065,Restaurant,60.173567,24.931654,0.9854357946463208,Not Listed,8.3,60.174,24.932,60.174_24.932
Ravintola Meripaviljongin terassi,13009,Cocktail Bar,60.179352,24.946854,0.9729670188039844,Expensive,7.8,60.179,24.947,60.179_24.947
Ravintola Meripaviljonki,13310,Modern European Restaurant,60.179401,24.946795,0.983577551827758,Expensive,7.8,60.179,24.947,60.179_24.947
Storyville,10040,Jazz and Blues Venue,60.17385,24.931986,0.9901396611922928,Not Listed,7.5,60.174,24.932,60.174_24.932
Cafetoria roastery,13034,Café,60.173352,24.923222,0.9910933660933658,Most Affordable,9.2,60.173,24.923,60.173_24.923
St. Urho's Pub,13006,Beer Bar,60.174081,24.931479,0.9950698305961464,Affordable,7.6,60.174,24.931,60.174_24.931
Manala,13003,Bar,60.174074,24.931374,0.9932513254881676,Affordable,6.7,60.174,24.931,60.174_24.931
Big Bowl Noodle Restaurant,13315,Noodle Restaurant,60.16688,24.930538,0.9898729471097892,Most Affordable,9.2,60.167,24.931,60.167_24.931
Goose Pastabar,13236,Italian Restaurant,60.164336,24.927654,0.9825342687184792,Affordable,8.8,60.164,24.928,60.164_24.928
Hietalahden Kauppahalli (Hietalahden kauppahalli),13145,Fast Food Restaurant,60.163025,24.929362,0.998545195913617,Not Listed,8.6,60.163,24.929,60.163_24.929
Barley & Bait,13006,Beer Bar,60.158137,24.91342,0.9960073710073708,Not Listed,8.1,60.158,24.913,60.158_24.913
Ravintola Mount Kailash,13194,Himalayan Restaurant,60.158111,24.921351,0.9867127893443683,Not Listed,7.6,60.158,24.921,60.158_24.921
Aussie Bar,13018,Pub,60.170071,24.932861,0.9972520367257208,Affordable,6.4,60.17,24.933,60.17_24.933
Kampin Pippuri,13032,"Cafe, Coffee, and Tea House",60.168773,24.928911,0.9829302987197724,Affordable,6.3,60.169,24.929,60.169_24.929
Kalevan Krouvi,13018,Pub,60.164056,24.92822,0.9892586964955384,Most Affordable,6.2,60.164,24.928,60.164_24.928
Faro Channelside Bar & Restaurant,13065,Restaurant,60.16161,24.91269,0.9799317858528382,Not Listed,6.1,60.162,24.913,60.162_24.913
Kitchen & Table Helsinki,13003,Bar,60.159462,24.921963,0.980610694426484,Expensive,5.9,60.159,24.922,60.159_24.922
Ravintola Kabuki,13276,Sushi Restaurant,60.16711,24.924163,0.9742984611405664,Affordable,8.6,60.167,24.924,60.167_24.924
Konstan Möljä,13336,Scandinavian Restaurant,60.163964,24.926752,0.9739832535885168,Affordable,8.4,60.164,24.927,60.164_24.927
Aangan,13194,Himalayan Restaurant,60.163128,24.927657,0.9700310358205096,Not Listed,8.3,60.163,24.928,60.163_24.928
Shinobi,13263,Japanese Restaurant,60.164925,24.932016,0.968980343980344,Affordable,8.2,60.165,24.932,60.165_24.932
Fat Ramen,13272,Ramen Restaurant,60.162963,24.929212,0.98190385361438,Affordable,8.0,60.163,24.929,60.163_24.929
Pretty Boy Wingery,13388,Wings Joint,60.167394,24.930364,0.9919581663002716,Most Affordable,7.9,60.167,24.93,60.167_24.93
Huutokonttorin Kanttiini,13009,Cocktail Bar,60.159722,24.921082,0.9852579852579852,Affordable,7.7,60.16,24.921,60.16_24.921
The Saigonese,13379,Vietnamese Restaurant,60.167199,24.926425,0.9703381611276348,Affordable,7.2,60.167,24.926,60.167_24.926
Jätkäsaaren Infokeskus Ja Kirjasto,12080,Library,60.156502,24.920826,0.9711625501099184,Not Listed,6.8,60.157,24.921,60.157_24.921
Ravintola Hima & Sali Kaapelitehdas,13336,Scandinavian Restaurant,60.161871,24.902666,0.9909478856847278,Affordable,6.2,60.162,24.903,60.162_24.903
Bar Mendocino,13006,Beer Bar,60.1658,24.93174,0.983544549334023,Not Listed,6.1,60.166,24.932,60.166_24.932
Cafe Picnic,13034,Café,60.163627,24.915538,0.977014095435148,Most Affordable,6.0,60.164,24.916,60.164_24.916
Ravintola Meritähti,13065,Restaurant,60.162701,24.914182,0.9816452217768008,Affordable,5.9,60.163,24.914,60.163_24.914
Urbine,13065,Restaurant,60.157229,24.921522,0.9900507564981248,Not Listed,5.9,60.157,24.922,60.157_24.922
Hesburger,13145,Fast Food Restaurant,60.162923,24.914364,0.9919339195654984,Most Affordable,5.6,60.163,24.914,60.163_24.914
Ravintola Dacca,13064,Pizzeria,60.162557,24.913567,0.9551597051597052,Most Affordable,5.5,60.163,24.914,60.163_24.914
Ravintola Eerikinkulma,13010,Dive Bar,60.165745,24.931695,0.9877958101642312,Most Affordable,5.3,60.166,24.932,60.166_24.932
Kotipizza Ruoholahti,13064,Pizzeria,60.163325,24.920758,0.9697481572481572,Most Affordable,5.1,60.163,24.921,60.163_24.921
Burger King,13145,Fast Food Restaurant,60.163541,24.909999,0.9942616061037116,Most Affordable,5.0,60.164,24.91,60.164_24.91
HSL 1011 Länsiväylä,19043,Bus Stop,60.165597,24.913476,0.9476755463597568,Not Listed,0.0,60.166,24.913,60.166_24.913
Ravintola Roihu,13065,Restaurant,60.16485,24.910775,0.9769171084960558,Not Listed,0.0,60.165,24.911,60.165_24.911
Dylan Milk,13030,Buffet,60.164653,24.909322,0.9833020819862924,Not Listed,0.0,60.165,24.909,60.165_24.909
Länsilinkin koira-aitaus,16033,Dog Park,60.162183,24.92181,0.9663859433596276,Not Listed,0.0,60.162,24.922,60.162_24.922
Bistro Gimis,13027,Bistro,60.162084,24.924413,0.9842557868873658,Not Listed,0.0,60.162,24.924,60.162_24.924
HTC Helsinki,13034,Café,60.161268,24.904755,0.9538988749515064,Not Listed,0.0,60.161,24.905,60.161_24.905
HTC Helsinki,13034,Café,60.161104,24.903826,0.9736276348118452,Not Listed,0.0,60.161,24.904,60.161_24.904
Koi Sushi,13276,Sushi Restaurant,60.157739,24.912099,0.9733124272597956,Affordable,0.0,60.158,24.912,60.158_24.912
Min By Technopolis,13065,Restaurant,60.165926,24.902015,0.9548202508728824,Not Listed,0.0,60.166,24.902,60.166_24.902
Café Tin Tin Tango,13034,Café,60.178467,24.925234,0.9968317599896548,Affordable,8.2,60.178,24.925,60.178_24.925
Ravintola KuuKuu,13003,Bar,60.175303,24.925023,0.9866804603646708,Expensive,8.4,60.175,24.925,60.175_24.925
Bar Bhangra,13003,Bar,60.174682,24.921828,0.9761008017586964,Affordable,7.4,60.175,24.922,60.175_24.922
Taivallahti,13065,Restaurant,60.175668,24.913288,0.9730133841975946,Not Listed,6.6,60.176,24.913,60.176_24.913
Fazer Food & Co,13065,Restaurant,60.17376,24.93808,0.9928552954868743,Not Listed,6.4,60.174,24.938,60.174_24.938
Ravintola Villi Wäinö,13018,Pub,60.167778,24.93983,0.9920874822190612,Expensive,5.9,60.168,24.94,60.168_24.94
Deliberi K7,13065,Restaurant,60.169584,24.943502,0.9964518944782104,Not Listed,6.1,60.17,24.944,60.17_24.944
Iguana,13003,Bar,60.169267,24.942645,0.9876180007758956,Most Affordable,6.0,60.169,24.943,60.169_24.943
Apollo Live Club,10039,Music Venue,60.168822,24.938897,0.9968721712142764,Expensive,5.8,60.169,24.939,60.169_24.939
Cafe Java,13035,Coffee Shop,60.16998,24.937262,0.9927421440579336,Most Affordable,5.7,60.17,24.937,60.17_24.937
Panimoravintola Bruuveri,13003,Bar,60.168632,24.931679,0.998981637139532,Affordable,5.6,60.169,24.932,60.169_24.932
Casa Largo,13347,Tapas Restaurant,60.170482,24.93857,0.996815595499806,Affordable,5.5,60.17,24.939,60.17_24.939
Pub 99,13018,Pub,60.181918,24.926676,0.9955062718220612,Expensive,5.5,60.182,24.927,60.182_24.927
Burger King,13145,Fast Food Restaurant,60.167928,24.94055,0.9943990042674252,Affordable,5.4,60.168,24.941,60.168_24.941
Daddy Greens Pizzabar,13064,Pizzeria,60.184944,24.920506,0.9798024699340488,Most Affordable,9.3,60.185,24.921,60.185_24.921
Cafe Regatta,13034,Café,60.180197,24.911834,0.9963387430492694,Most Affordable,9.3,60.18,24.912,60.18_24.912
Sinisen huvilan kahvila,13034,Café,60.181315,24.937124,0.9762543644122592,Affordable,9.1,60.181,24.937,60.181_24.937
Lie Mi,13379,Vietnamese Restaurant,60.181153,24.925351,0.9859126470968576,Affordable,8.9,60.181,24.925,60.181_24.925
Twisted Street Kitchen,13072,Asian Restaurant,60.17054,24.927776,0.9817745376955904,Affordable,8.7,60.171,24.928,60.171_24.928
Pinehill Terrace,13005,Beach Bar,60.18359,24.929044,0.9897921246605456,Not Listed,8.6,60.184,24.929,60.184_24.929
Ravintola Laiska Karhu,13018,Pub,60.174413,24.91922,0.962724686408897,Most Affordable,8.4,60.174,24.919,60.174_24.919
Töölö Library (Töölön kirjasto),12080,Library,60.183343,24.9176,0.9905922669080564,Not Listed,8.4,60.183,24.918,60.183_24.918
Carelia,13027,Bistro,60.181167,24.927253,0.9922652916073968,Expensive,8.3,60.181,24.927,60.181_24.927
Elite,13336,Scandinavian Restaurant,60.1766,24.923104,0.9927178973231604,Expensive,7.9,60.177,24.923,60.177_24.923
Vastarannan Kiiski,13006,Beer Bar,60.174113,24.921957,0.979463015647226,Expensive,7.7,60.174,24.922,60.174_24.922
Meritalli,13003,Bar,60.178127,24.912324,0.954602030259925,Affordable,7.6,60.178,24.912,60.178_24.912
Ravintola Lehtovaara,13336,Scandinavian Restaurant,60.183605,24.915925,0.975236001551791,Expensive,7.5,60.184,24.916,60.184_24.916
Jaskan Grilli,13026,BBQ Joint,60.174074,24.931374,0.9754784688995216,Most Affordable,7.5,60.174,24.931,60.174_24.931
Finnjävel,13336,Scandinavian Restaurant,60.171789,24.931786,0.973409414198888,Affordable,7.5,60.172,24.932,60.172_24.932
Mamma Rosa,13236,Italian Restaurant,60.179436,24.923941,0.9848781197465408,Affordable,7.4,60.179,24.924,60.179_24.924
Kahvila Marocco,13034,Café,60.174931,24.928299,0.981580563817406,Most Affordable,7.1,60.175,24.928,60.175_24.928
Korjaamon Baari,13003,Bar,60.184335,24.920006,0.981928100349153,Expensive,7.0,60.184,24.92,60.184_24.92
Relove,13034,Café,60.178661,24.923304,0.977474783395836,Not Listed,6.7,60.179,24.923,60.179_24.923
Ravintola Hook,13049,Diner,60.183386,24.925792,0.9885232122074228,Most Affordable,6.5,60.183,24.926,60.183_24.926
Ravintola Zuhat,13064,Pizzeria,60.183582,24.91889,0.9873674511832408,Most Affordable,6.3,60.184,24.919,60.184_24.919
Bierhuis Rotterdam,13006,Beer Bar,60.168942,24.932431,0.999838355101513,Affordable,5.9,60.169,24.932,60.169_24.932
Ravintola Mestaritalli,13065,Restaurant,60.177981,24.912502,0.9671860856071384,Not Listed,5.8,60.178,24.913,60.178_24.913
Ravintola Factory,13065,Restaurant,60.168988,24.928988,0.9928957067114962,Not Listed,5.7,60.169,24.929,60.169_24.929
William K. Mannerheimintie,13006,Beer Bar,60.183517,24.923712,0.9835849605586447,Affordable,5.7,60.184,24.924,60.184_24.924
Picnic,13034,Café,60.183974,24.917621,0.9793498642182852,Affordable,5.2,60.184,24.918,60.184_24.918
Pub Ikkuna,13018,Pub,60.16988,24.933997,0.995983124272598,Affordable,5.1,60.17,24.934,60.17_24.934
Ravintola Ateljé Finne,13336,Scandinavian Restaurant,60.171045,24.92829,0.97332050950472,Expensive,8.8,60.171,24.928,60.171_24.928
Bar Favela,13003,Bar,60.172028,24.920544,0.9935503685503686,Affordable,8.6,60.172,24.921,60.172_24.921
Cafe Taideterassi,13034,Café,60.181545,24.936617,0.9793256174835122,Most Affordable,8.5,60.182,24.937,60.182_24.937
Töölönlahden kierros,16019,Hiking Trail,60.18397,24.935923,0.9667334798913746,Not Listed,8.2,60.184,24.936,60.184_24.936
Fafa's Ooppera,13144,Falafel Restaurant,60.181443,24.925788,0.9194927583085478,Most Affordable,8.0,60.181,24.926,60.181_24.926
Nepalilainen Ravintola Mountain,13194,Himalayan Restaurant,60.186294,24.916939,0.9754138109401268,Affordable,7.8,60.186,24.917,60.186_24.917
Terrace,13007,Beer Garden,60.173896,24.93272,0.9334103840682788,Most Affordable,7.7,60.174,24.933,60.174_24.933
Ravintola Lukla,13194,Himalayan Restaurant,60.181697,24.926494,0.9696834992887624,Affordable,7.4,60.182,24.926,60.182_24.926
Ravintola Coma,13302,Mediterranean Restaurant,60.174648,24.927966,0.9476512996249838,Affordable,7.4,60.175,24.928,60.175_24.928
Janoinen Lohi,13006,Beer Bar,60.1851,24.917152,0.9894445881287988,Affordable,7.0,60.185,24.917,60.185_24.917
Kotipizza Topeliuksenkatu,13032,"Cafe, Coffee, and Tea House",60.184411,24.91788,0.9565094400620716,Most Affordable,6.4,60.184,24.918,60.184_24.918
Musiikkitalon terassi,13007,Beer Garden,60.173826,24.934951,0.9710655631708264,Most Affordable,6.4,60.174,24.935,60.174_24.935
Skiffer Töölö,13064,Pizzeria,60.177263,24.921958,0.9805379542221648,Most Affordable,6.2,60.177,24.922,60.177_24.922
Ravintola Famu & Bar,13003,Bar,60.179146,24.927682,0.9844497607655502,Affordable,6.1,60.179,24.928,60.179_24.928
Ravintola Hong Kong,13099,Chinese Restaurant,60.185521,24.922174,0.9458247122720808,Most Affordable,5.9,60.186,24.922,60.186_24.922
Harju 8,13027,Bistro,60.186768,24.95793,0.9917237811974654,Not Listed,8.9,60.187,24.958,60.187_24.958
Kallion Kirjasto,12080,Library,60.183555,24.953595,0.9982299883615672,Not Listed,8.8,60.184,24.954,60.184_24.954
Way Bakery and Wine Bar,13002,Bakery,60.184486,24.953365,0.989016229147808,Most Affordable,8.7,60.184,24.953,60.184_24.953
Flät no 14,13034,Café,60.183597,24.951738,0.9928310487521012,Most Affordable,8.7,60.184,24.952,60.184_24.952
Linnanmäki,10001,Amusement Park,60.188361,24.940627,0.998480537954222,Affordable,8.6,60.188,24.941,60.188_24.941
Lie Mi,13379,Vietnamese Restaurant,60.185852,24.961755,0.9918611793611792,Affordable,8.6,60.186,24.962,60.186_24.962
Ravintola Zorbas,13177,Greek Restaurant,60.187566,24.948035,0.9835122203543256,Affordable,8.4,60.188,24.948,60.188_24.948
Bar Molotow,13003,Bar,60.188539,24.953514,0.9943585930428036,Affordable,8.3,60.189,24.954,60.189_24.954
Gastro Cafe Kallio,13034,Café,60.184854,24.953369,0.9863248415879996,Most Affordable,8.2,60.185,24.953,60.185_24.953
Sivukirjasto,13006,Beer Bar,60.184438,24.953425,0.992750226302858,Affordable,8.1,60.184,24.953,60.184_24.953
Döner Harju,13288,Kebab Restaurant,60.18863,24.95329,0.9689399327557222,Affordable,8.1,60.189,24.953,60.189_24.953
Cafe II-Linja 23,13018,Pub,60.183078,24.945141,0.980546036467089,Most Affordable,8.0,60.183,24.945,60.183_24.945
Bar 10 Kallio,13057,Gastropub,60.185717,24.952884,0.9940353032458296,Expensive,7.8,60.186,24.953,60.186_24.953
Siltanen,10039,Music Venue,60.184093,24.960219,0.9959750420276736,Affordable,7.8,60.184,24.96,60.184_24.96
Ravintola Hämeentie - Bites Kallio,13065,Restaurant,60.184745,24.960844,0.9907539118065436,Not Listed,7.7,60.185,24.961,60.185_24.961
Beaver Bar/Majava Baari,13010,Dive Bar,60.182816,24.952688,0.9923137850769428,Most Affordable,7.4,60.183,24.953,60.183_24.953
Bar Loosister,13003,Bar,60.187069,24.961065,0.9969610759084444,Affordable,7.2,60.187,24.961,60.187_24.961
Pihka Lintulahti,13336,Scandinavian Restaurant,60.184094,24.962201,0.9942373593689384,Affordable,6.6,60.184,24.962,60.184_24.962
King Kebab Kallio,13064,Pizzeria,60.188495,24.956165,0.9841022242338032,Not Listed,6.5,60.188,24.956,60.188_24.956
Väinö Vähäkallion puiston koira-aitaus,16033,Dog Park,60.18342,24.962343,0.9621912582438898,Not Listed,6.3,60.183,24.962,60.183_24.962
William K. Kurvi,13018,Pub,60.187401,24.961338,0.9957810681494892,Expensive,6.3,60.187,24.961,60.187_24.961
Ravintola Lepakkomies,13003,Bar,60.187722,24.959661,0.9893476011897064,Most Affordable,6.1,60.188,24.96,60.188_24.96
Fairytale,13011,Gay Bar,60.187575,24.957399,0.9884666364929524,Affordable,6.0,60.188,24.957,60.188_24.957
Ravintola Oiva,13003,Bar,60.181897,24.951435,0.9962821673347988,Affordable,5.9,60.182,24.951,60.182_24.951
Grand Casino Helsinki,10008,Casino,60.172137,24.9457,0.97941452217768,Most Affordable,5.9,60.172,24.946,60.172_24.946
Lemon Grass,13352,Thai Restaurant,60.182273,24.949057,0.9886121169015906,Affordable,9.0,60.182,24.949,60.182_24.949
Kahvila Sävy,10000,Arts and Entertainment,60.189223,24.958556,0.9970580628475364,Affordable,9.0,60.189,24.959,60.189_24.959
Ravintola Tanner,13336,Scandinavian Restaurant,60.183155,24.958939,0.9913115867063236,Affordable,8.7,60.183,24.959,60.183_24.959
Daddy Greens Pizzabar - Kallio,13064,Pizzeria,60.183779,24.95129,0.9738943488943488,Most Affordable,8.3,60.184,24.951,60.184_24.951
BLINIt,13330,Blini House,60.18786,24.945191,0.9749207939997414,Not Listed,8.0,60.188,24.945,60.188_24.945
Pihvipaikka Karhunpesä,13032,"Cafe, Coffee, and Tea House",60.185388,24.943457,0.986615802405276,Most Expensive,7.5,60.185,24.943,60.185_24.943
Skiffer Kallio,13064,Pizzeria,60.185384,24.952611,0.965311004784689,Most Affordable,7.5,60.185,24.953,60.185_24.953
Zen Sushi,13276,Sushi Restaurant,60.174368,24.952807,0.9735225656278288,Affordable,7.5,60.174,24.953,60.174_24.953
Hilpeä Hauki,13006,Beer Bar,60.188455,24.959716,0.9845305832147936,Affordable,7.4,60.188,24.96,60.188_24.96
Pub Aleksis K,13010,Dive Bar,60.189157,24.957506,0.9743631190999612,Most Affordable,7.2,60.189,24.958,60.189_24.958
Ravintola Kuudes Linja,10039,Music Venue,60.183846,24.959906,0.978533557480926,Not Listed,7.0,60.184,24.96,60.184_24.96
Helsing Bar,13010,Dive Bar,60.18486,24.951781,0.9764483382904436,Most Affordable,6.5,60.185,24.952,60.185_24.952
Ääniwalli,10039,Music Venue,60.195243,24.949869,0.9832859174964438,Not Listed,8.7,60.195,24.95,60.195_24.95
Konepaja Biergarten,13007,Beer Garden,60.192953,24.947687,0.9772484805379542,Most Affordable,8.6,60.193,24.948,60.193_24.948
Helsingin kaupunginkirjasto Vallilan kirjasto,12080,Library,60.192139,24.962349,0.9802469934048882,Not Listed,8.4,60.192,24.962,60.192_24.962
Maltainen Riekko,13018,Pub,60.192254,24.944923,0.9938979050821156,Expensive,8.0,60.192,24.945,60.192_24.945
King Kebab,13032,"Cafe, Coffee, and Tea House",60.195046,24.956776,0.9940272210009052,Most Affordable,7.8,60.195,24.957,60.195_24.957
Oluthuone Konepaja,13006,Beer Bar,60.191066,24.94942,0.9863975817923188,Not Listed,7.3,60.191,24.949,60.191_24.949
Naughty BRGR,13031,Burger Joint,60.192302,24.953225,0.9897193844562264,Most Affordable,6.7,60.192,24.953,60.192_24.953
Weeruska,13049,Diner,60.190833,24.946541,0.9858803181171604,Affordable,6.3,60.191,24.947,60.191_24.947
Alppilan Huone,13003,Bar,60.190822,24.945537,0.960025216604164,Affordable,8.3,60.191,24.946,60.191_24.946
Ravintola Iltakoulu,13010,Dive Bar,60.188391,24.96036,0.9894607526186474,Affordable,6.2,60.188,24.96,60.188_24.96
Ravintola Rytmi,13010,Dive Bar,60.181034,24.950227,0.9937120134488556,Affordable,6.0,60.181,24.95,60.181_24.95
Palace restaurant,13065,Restaurant,60.165334,24.951947,0.9558628604681236,Not Listed,7.8,60.165,24.952,60.165_24.952
Bar Haven,13013,Hotel Bar,60.166613,24.951406,0.9579076684339842,Expensive,7.8,60.167,24.951,60.167_24.951
Scandinavia Cafe,10000,Arts and Entertainment,60.166177,24.952839,0.9940595499806026,Most Affordable,7.6,60.166,24.953,60.166_24.953
Zhèn,13099,Chinese Restaurant,60.164643,24.950981,0.9709362472520368,Most Affordable,7.4,60.165,24.951,60.165_24.951
Kalakauppa E. Eriksson,13065,Restaurant,60.165816,24.95294,0.9783557480925902,Not Listed,7.2,60.166,24.953,60.166_24.953
Goodwin The Steak House,13383,Steakhouse,60.166291,24.952137,0.9719303633777318,Expensive,6.2,60.166,24.952,60.166_24.952
Tapahtumatalo Bank,13065,Restaurant,60.165991,24.950696,0.9835768783137204,Not Listed,5.2,60.166,24.951,60.166_24.951
Kahvila Kasinonranta,13034,Café,60.155609,24.872496,0.9941484546747704,Affordable,8.7,60.156,24.872,60.156_24.872
Ravintola Borneo,13299,Malay Restaurant,60.152125,24.879675,0.9902770593560069,Affordable,8.6,60.152,24.88,60.152_24.88
Maggio Pizzeria Viinibaari,13064,Pizzeria,60.154448,24.882373,0.9845709944394156,Most Affordable,8.5,60.154,24.882,60.154_24.882
Makers Kahvila,13034,Café,60.155649,24.882263,0.9837789344368292,Most Affordable,8.2,60.156,24.882,60.156_24.882
Ravintola Persilja,13302,Mediterranean Restaurant,60.157929,24.880952,0.9904871977240398,Affordable,7.9,60.158,24.881,60.158_24.881
Paseo Cafe & Grill,13065,Restaurant,60.14684,24.883294,0.9945848959006852,Not Listed,7.8,60.147,24.883,60.147_24.883
Trattoria Limone,13236,Italian Restaurant,60.151128,24.885515,0.980958230958231,Affordable,7.4,60.151,24.886,60.151_24.886
