Name,Latitude,Longitude,Distance,Price,Rating,Distance_mean,Distance_min,Distance_max,Bike Spots Near,Category,Rounded Latitude,Rounded Longitude,Rounded Distance,Rounded Distance_mean
Milli Miglia,60.16494,24.93192,712.2889459057009,Affordable,4.4,606.1813222521685,73.47439778663811,980.4409516361474,15,Bars,60.165,24.932,712.289,606.181
Ravintola Vinkkeli,60.1639,24.94641,943.59044083249,Most Expensive,5.0,652.8205532915579,104.41720654848194,993.930058822834,28,Modern European,60.164,24.946,943.59,652.821
Casa Chipotle,60.1645288454964,24.927932633924,276.79951074282246,Not Listed,5.0,653.4542132805389,150.46746152121733,948.0031822329904,25,Mexican,60.165,24.928,276.8,653.454
Baskeri &  Basso,60.1578732195411,24.934694096446,554.8168918516227,Affordable,4.8,673.1161654815522,83.377592852761,978.824141867706,16,Bistros,60.158,24.935,554.817,673.116
PASSIO Keittiö ja Baari,60.1670838,24.9369496,675.091705626856,Most Expensive,4.8,625.7177312430526,71.19496571930237,964.0566262964862,34,Modern European,60.167,24.937,675.092,625.718
Chef & Sommelier,60.15766,24.94254,879.427982434961,Most Expensive,4.8,641.8000232845052,134.0349747295965,943.5114574717826,14,Scandinavian,60.158,24.943,879.428,641.8
Phó Viét,60.1678284709583,24.9374913705416,759.9161435109339,Not Listed,4.8,612.7620736229208,51.33405401415448,929.1129320331828,34,Vietnamese,60.168,24.937,759.916,612.762
Huutokonttori Kanttiini,60.1599353623284,24.920930087362,546.6611452588957,Most Affordable,5.0,667.286679190748,177.8838269422632,994.9562260208816,17,Cocktail Bars,60.16,24.921,546.661,667.287
Patisserie Teemu & Markus,60.1678773247786,24.9379374190249,778.576440975873,Most Affordable,4.7,612.3235967866532,76.56211131479978,946.711858130395,34,Desserts,60.168,24.938,778.576,612.324
Kafe Moskova,60.1670113,24.9338894,588.9201549649497,Affordable,4.7,631.0791479330397,149.379988365931,949.115257748346,33,Russian,60.167,24.934,588.92,631.079
Momo Toko,60.16616,24.9339,510.8383562868233,Not Listed,4.7,647.9632543014861,165.1494290038479,972.9668734846312,33,Ramen,60.166,24.934,510.838,647.963
Karl Johan,60.1680266,24.9389719,833.0791980782355,Expensive,4.7,613.1029958825693,146.20575764273474,971.3729291050872,34,Scandinavian,60.168,24.939,833.079,613.103
Fisken på Disken,60.1693314661659,24.9338641883605,825.7631196081729,Not Listed,4.6,616.6970720778263,84.74956105802248,999.5995612371788,33,Seafood,60.169,24.934,825.763,616.697
Classic Pizza,60.1685237503237,24.9424013740297,994.0497920035396,Affordable,4.6,587.9593267222184,208.8757535837732,994.0497920035396,31,Pizza,60.169,24.942,994.05,587.959
Pompier,60.1649543127515,24.9331962618671,362.2293798243657,Affordable,4.6,641.6777504109741,129.41848558153686,996.2391489271404,29,Scandinavian,60.165,24.933,362.229,641.678
Kino Andorra & Dubrovnik,60.1670113,24.9338894,588.9201549649497,Affordable,4.6,631.0791479330397,149.379988365931,949.115257748346,33,Dance Clubs,60.167,24.934,588.92,631.079
Kissakahvila Helkatti,60.1672089,24.933314,591.7597601583412,Affordable,4.6,634.4929705594261,189.79309587909944,978.8521757814124,33,Coffee & Tea,60.167,24.933,591.76,634.493
Bar Mendocino,60.1657849,24.931525,411.2091798933967,Most Affordable,4.5,657.2009066542806,11.701995452822304,998.1853705436714,31,Pubs,60.166,24.932,411.209,657.201
Ani,60.1571504587047,24.9336607849584,602.7334838831944,Affordable,4.5,718.8399486755033,163.3613310531659,995.2544012137952,16,Turkish,60.157,24.934,602.733,718.84
Fulbari,60.1573629,24.9320834,553.7901789996578,Affordable,4.8,695.6017227051403,235.48011994913784,979.4102838918512,15,Himalayan/Nepalese,60.157,24.932,553.79,695.602
Trocadero,60.1647987,24.9426403,762.4450703647591,Not Listed,4.8,638.4701394302793,164.48250006095137,988.7966280474544,31,French,60.165,24.943,762.445,638.47
Ora,60.15766,24.94254,879.2569073000583,Not Listed,5.0,641.9922684772204,134.69811087674998,943.8870337145518,14,Scandinavian,60.158,24.943,879.257,641.992
Demo,60.1648301,24.9415088,715.7636849268833,Most Expensive,4.5,627.3347615751263,143.13207390225915,991.2505687304424,30,Scandinavian,60.165,24.942,715.764,627.335
Yes yes yes,60.1642087586756,24.9439802393317,820.9927356515865,Not Listed,5.0,628.5749864053487,144.07974521515555,955.8632630610985,28,Vegan,60.164,24.944,820.993,628.575
Haru Sushi,60.1649,24.93562,464.0684626988387,Not Listed,5.0,653.1835226306885,190.82862557167604,993.4699320505988,32,Sushi Bars,60.165,24.936,464.068,653.184
Ravintola Grön,60.16445,24.93233,314.093308685454,Not Listed,5.0,642.7236840886418,139.38745768512305,983.6239189543348,28,Vegetarian,60.164,24.932,314.093,642.724
Hoku,60.1693803135216,24.9339735867197,832.6783170813738,Affordable,4.5,615.5652968636651,77.12664421775821,996.541122421939,33,Hawaiian,60.169,24.934,832.678,615.565
Liberty or Death,60.16472,24.94462,859.612143177724,Affordable,4.5,642.5947595487988,187.4488460385771,974.6422224843304,30,Speakeasies,60.165,24.945,859.612,642.595
El Greco,60.16597,24.94489,945.8983036578752,Affordable,4.5,618.6935638928003,122.72507504734104,955.1239303614684,30,Greek,60.166,24.945,945.898,618.694
Vibami,60.1631,24.94172,833.5873732930975,Affordable,4.5,653.5198639216223,114.27529893805512,999.7793882072192,29,Vietnamese,60.163,24.942,833.587,653.52
Domo,60.1665611,24.9349804,569.7528695622511,Expensive,4.4,644.8738587520365,151.92141164654527,976.055450782294,33,Japanese,60.167,24.935,569.753,644.874
Tommyknocker,60.1634598,24.9412804,668.5534821910837,Affordable,4.4,613.8190518935785,17.64205132961626,910.9914822751368,26,Pubs,60.163,24.941,668.553,613.819
Rulla,60.1676712,24.9375,757.4009326561887,Affordable,4.4,665.6497068017014,56.10025420027977,924.5805785560884,25,Vietnamese,60.168,24.938,757.401,665.65
The Riff,60.1641388,24.9428196,786.2322979513928,Affordable,4.4,691.5481766162454,352.5467549505318,959.1235467346496,16,Bars,60.164,24.943,786.232,691.548
A21 Decades,60.1667658,24.9372628,657.8707246175707,Expensive,4.4,736.6820899574279,345.2919368345373,987.5828202722752,19,Lounges,60.167,24.937,657.871,736.682
Casa Italia,60.164694199889,24.9379016252986,531.783140817103,Affordable,4.4,707.0933133604029,316.6213623273703,969.2757739759152,17,Italian,60.165,24.938,531.783,707.093
Milli Miglia,60.16494,24.93192,342.64575157587973,Affordable,4.4,606.1813222521685,73.47439778663811,980.4409516361474,15,Bars,60.165,24.932,342.646,606.181
Hills Dumplings,60.16441,24.94533,902.478191887736,Not Listed,4.4,780.9423601885047,458.9583974539376,945.098411658088,11,Dim Sum,60.164,24.945,902.478,780.942
Konstan Möljä,60.1638184,24.9264202,253.0527492558905,Affordable,4.3,552.3497461842425,203.552295034877,866.5164931487367,14,Scandinavian,60.164,24.926,253.053,552.35
Cargo,60.1629543079833,24.9225186352618,406.0583639153028,Affordable,4.3,616.6712623222205,127.47449634894708,942.78385479966,15,Breakfast & Brunch,60.163,24.923,406.058,616.671
Cafe Yrjö,60.1683083,24.93894,824.1046594208696,Expensive,4.3,832.2432392682963,706.4245340501151,981.7718239961762,11,Coffee & Tea,60.168,24.939,824.105,832.243
Twisted Street Kitchen,60.1705391,24.9282393,930.7785064225762,Most Affordable,4.3,585.4998053578603,138.295173381822,969.6755992157972,13,Asian Fusion,60.171,24.928,930.779,585.5
Brooklyn Cafe,60.16131,24.94182,547.5300410957136,Most Affordable,4.3,746.1065501787746,378.070028681028,997.9905164925478,10,Bagels,60.161,24.942,547.53,746.107
Kippo,60.16881,24.937288,846.4162739998073,Most Affordable,4.3,795.0311960305997,597.6736737157975,978.0390739610274,10,Juice Bars & Smoothies,60.169,24.937,846.416,795.031
Istanbul Grilli,60.1629414443893,24.9389866097799,520.3447743364914,Expensive,4.3,761.4709465158178,520.3447743364914,981.8880499940562,7,Turkish,60.163,24.939,520.345,761.471
Pastor,60.1660614,24.9430008,776.6269049091986,Expensive,4.3,898.8201056602247,776.6269049091986,971.346997232792,8,Latin American,60.166,24.943,776.627,898.82
Ravintola Natura,60.16369,24.94181,726.0213094258575,Most Expensive,4.3,791.5470305622207,603.3685555260206,997.2829620182888,6,Scandinavian,60.164,24.942,726.021,791.547
Ravintola Vinkkeli,60.1639,24.94641,420.3203863847314,Most Expensive,5.0,652.8205532915579,104.41720654848194,993.930058822834,28,Modern European,60.164,24.946,420.32,652.821
Casa Chipotle,60.1645288454964,24.927932633924,623.7012705022082,Not Listed,5.0,653.4542132805389,150.46746152121733,948.0031822329904,25,Mexican,60.165,24.928,623.701,653.454
Baskeri &  Basso,60.1578732195411,24.934694096446,861.0436955206147,Affordable,4.8,673.1161654815522,83.377592852761,978.824141867706,16,Bistros,60.158,24.935,861.044,673.116
Ravintola Savoy,60.1666412,24.9473209,492.48145398599377,Most Expensive,4.8,590.3797667079725,18.963961616784243,996.3734387047638,28,Restaurants,60.167,24.947,492.481,590.38
PASSIO Keittiö ja Baari,60.1670838,24.9369496,231.2852177274069,Most Expensive,4.8,625.7177312430526,71.19496571930237,964.0566262964862,34,Modern European,60.167,24.937,231.285,625.718
Chef & Sommelier,60.15766,24.94254,872.0316759866782,Most Expensive,4.8,641.8000232845052,134.0349747295965,943.5114574717826,14,Scandinavian,60.158,24.943,872.032,641.8
Krog Roba,60.16454,24.94722,452.9383090963417,Expensive,4.8,635.454797968734,137.1515887306408,959.7530164212852,27,Scandinavian,60.165,24.947,452.938,635.455
Phó Viét,60.1678284709583,24.9374913705416,294.89867545066454,Not Listed,4.8,612.7620736229208,51.33405401415448,929.1129320331828,34,Vietnamese,60.168,24.937,294.899,612.762
Spis,60.1636314,24.9476795,532.2097750479275,Most Expensive,4.8,636.8836587710006,122.4489281522304,951.2688269884484,24,Scandinavian,60.164,24.948,532.21,636.884
Pompier,60.1671925257657,24.9492107925732,597.5852994236036,Expensive,4.8,571.8976018726489,94.63812008301196,999.1270735663578,25,Scandinavian,60.167,24.949,597.585,571.898
Finlandia Caviar Shop & Restaurant,60.16691,24.95163,753.561086872906,Not Listed,5.0,612.2981543333942,76.54612569852911,953.837586910938,24,Specialty Food,60.167,24.952,753.561,612.298
Trillby & Chadwick,60.16835,24.9538,880.4277153939762,Affordable,4.7,621.014858624584,94.99708204340364,959.9253801183216,23,Speakeasies,60.168,24.954,880.428,621.015
Patisserie Teemu & Markus,60.1678773247786,24.9379374190249,293.7122713274789,Most Affordable,4.7,612.3235967866532,76.56211131479978,946.711858130395,34,Desserts,60.168,24.938,293.712,612.324
Kafe Moskova,60.1670113,24.9338894,322.2396156764316,Affordable,4.7,631.0791479330397,149.379988365931,949.115257748346,33,Russian,60.167,24.934,322.24,631.079
Momo Toko,60.16616,24.9339,289.18296882454445,Not Listed,4.7,647.9632543014861,165.1494290038479,972.9668734846312,33,Ramen,60.166,24.934,289.183,647.963
Karl Johan,60.1680266,24.9389719,303.568001290388,Expensive,4.7,613.1029958825693,146.20575764273474,971.3729291050872,34,Scandinavian,60.168,24.939,303.568,613.103
Zucchini,60.1662313763646,24.9494676174376,582.7973176429199,Most Affordable,4.7,591.5434050760156,136.93437042463597,928.1117790779756,25,Vegetarian,60.166,24.949,582.797,591.543
Rikhardinkadun kirjasto,60.1662407,24.9464092,410.6995062997931,Not Listed,4.7,610.2852971065015,133.19013710374094,988.1978813060782,29,Libraries,60.166,24.946,410.7,610.285
Fisken på Disken,60.1693314661659,24.9338641883605,533.6995988570873,Not Listed,4.6,616.6970720778263,84.74956105802248,999.5995612371788,33,Seafood,60.169,24.934,533.7,616.697
Kansalliskirjasto,60.1704494600943,24.950331910671,844.9072988787032,Not Listed,4.6,581.2571433970827,118.3200186462934,955.7230736166352,23,Libraries,60.17,24.95,844.907,581.257
Bar Haven,60.1666,24.95164,720.0407513096427,Expensive,4.6,616.8724555636057,116.28100588039968,981.0233571584932,24,Champagne Bars,60.167,24.952,720.041,616.872
Classic Pizza,60.1685237503237,24.9424013740297,402.3021715084372,Affordable,4.6,587.9593267222184,208.8757535837732,994.0497920035396,31,Pizza,60.169,24.942,402.302,587.959
Ravintola Aino,60.1681595,24.9502296,680.5897482630156,Most Expensive,4.6,566.2851507681563,65.92999035872478,949.944802685714,24,Scandinavian,60.168,24.95,680.59,566.285
Pompier,60.1649543127515,24.9331962618671,328.8469257685935,Affordable,4.6,641.6777504109741,129.41848558153686,996.2391489271404,29,Scandinavian,60.165,24.933,328.847,641.678
Kino Andorra & Dubrovnik,60.1670113,24.9338894,322.2396156764316,Affordable,4.6,631.0791479330397,149.379988365931,949.115257748346,33,Dance Clubs,60.167,24.934,322.24,631.079
Kissakahvila Helkatti,60.1672089,24.933314,384.0547149318237,Affordable,4.6,634.4929705594261,189.79309587909944,978.8521757814124,33,Coffee & Tea,60.167,24.933,384.055,634.493
Hoshito,60.1715202,24.9259109,994.9046486057242,Expensive,4.6,602.6430059970453,63.428804723956056,994.9046486057242,25,Japanese,60.172,24.926,994.905,602.643
Bar Mendocino,60.1657849,24.931525,422.49560083570987,Most Affordable,4.5,657.2009066542806,11.701995452822304,998.1853705436714,31,Pubs,60.166,24.932,422.496,657.201
Ani,60.1571504587047,24.9336607849584,954.8475188659944,Affordable,4.5,718.8399486755033,163.3613310531659,995.2544012137952,16,Turkish,60.157,24.934,954.848,718.84
Fulbari,60.1573629,24.9320834,964.1677340592356,Affordable,4.8,695.6017227051403,235.48011994913784,979.4102838918512,15,Himalayan/Nepalese,60.157,24.932,964.168,695.602
Deli & Cafe Corretto,60.17362,24.93174,995.6853140741218,Not Listed,5.0,576.9465624971232,59.2473695456636,995.6853140741218,25,Delis,60.174,24.932,995.685,576.947
Trocadero,60.1647987,24.9426403,182.13497758108565,Not Listed,4.8,638.4701394302793,164.48250006095137,988.7966280474544,31,French,60.165,24.943,182.135,638.47
Ora,60.15766,24.94254,872.345088185714,Not Listed,5.0,641.9922684772204,134.69811087674998,943.8870337145518,14,Scandinavian,60.158,24.943,872.345,641.992
Demo,60.1648301,24.9415088,143.13207390225915,Most Expensive,4.5,627.3347615751263,143.13207390225915,991.2505687304424,30,Scandinavian,60.165,24.942,143.132,627.335
Yes yes yes,60.1642087586756,24.9439802393317,295.9908857341296,Not Listed,5.0,628.5749864053487,144.07974521515555,955.8632630610985,28,Vegan,60.164,24.944,295.991,628.575
Haru Sushi,60.1649,24.93562,190.82862557167604,Not Listed,5.0,653.1835226306885,190.82862557167604,993.4699320505988,32,Sushi Bars,60.165,24.936,190.829,653.184
Palace,60.1652603,24.9518204,731.7267854156604,Most Expensive,4.8,615.937880752418,64.95749223344843,943.8816047637388,22,Scandinavian,60.165,24.952,731.727,615.938
Ravintola Grön,60.16445,24.93233,364.7377942939102,Not Listed,5.0,642.7236840886418,139.38745768512305,983.6239189543348,28,Vegetarian,60.164,24.932,364.738,642.724
Hoku,60.1693803135216,24.9339735867197,535.0380083018873,Affordable,4.5,615.5652968636651,77.12664421775821,996.541122421939,33,Hawaiian,60.169,24.934,535.038,615.565
Liberty or Death,60.16472,24.94462,300.21486526002855,Affordable,4.5,642.5947595487988,187.4488460385771,974.6422224843304,30,Speakeasies,60.165,24.945,300.215,642.595
El Greco,60.16597,24.94489,339.13136683596383,Affordable,4.5,618.6935638928003,122.72507504734104,955.1239303614684,30,Greek,60.166,24.945,339.131,618.694
Vibami,60.1631,24.94172,331.1521377244787,Affordable,4.5,653.5198639216223,114.27529893805512,999.7793882072192,29,Vietnamese,60.163,24.942,331.152,653.52
Domo,60.1665611,24.9349804,245.16147106042035,Expensive,4.4,644.8738587520365,151.92141164654527,976.055450782294,33,Japanese,60.167,24.935,245.161,644.874
Tommyknocker,60.1634598,24.9412804,249.66830704226524,Affordable,4.4,613.8190518935785,17.64205132961626,910.9914822751368,26,Pubs,60.163,24.941,249.668,613.819
Pizzeria Via Tribunali,60.16848,24.95157,795.9248893992163,Not Listed,4.4,614.1554518651352,78.5110799009723,999.7020849209016,23,Pizza,60.168,24.952,795.925,614.155
Ravintola Vinkkeli,60.1639,24.94641,329.0346206506456,Most Expensive,5.0,652.8205532915579,104.41720654848194,993.930058822834,28,Modern European,60.164,24.946,329.035,652.821
Casa Chipotle,60.1645288454964,24.927932633924,943.02870012677,Not Listed,5.0,653.4542132805389,150.46746152121733,948.0031822329904,25,Mexican,60.165,24.928,943.029,653.454
Ravintola Savoy,60.1666412,24.9473209,164.38035046378516,Most Expensive,4.8,590.3797667079725,18.963961616784243,996.3734387047638,28,Restaurants,60.167,24.947,164.38,590.38
PASSIO Keittiö ja Baari,60.1670838,24.9369496,407.111732301477,Most Expensive,4.8,625.7177312430526,71.19496571930237,964.0566262964862,34,Modern European,60.167,24.937,407.112,625.718
Krog Roba,60.16454,24.94722,301.7833281172485,Expensive,4.8,635.454797968734,137.1515887306408,959.7530164212852,27,Scandinavian,60.165,24.947,301.783,635.455
Phó Viét,60.1678284709583,24.9374913705416,390.5193261176279,Not Listed,4.8,612.7620736229208,51.33405401415448,929.1129320331828,34,Vietnamese,60.168,24.937,390.519,612.762
Spis,60.1636314,24.9476795,429.4429174527176,Most Expensive,4.8,636.8836587710006,122.4489281522304,951.2688269884484,24,Scandinavian,60.164,24.948,429.443,636.884
Pompier,60.1671925257657,24.9492107925732,273.5879117218548,Expensive,4.8,571.8976018726489,94.63812008301196,999.1270735663578,25,Scandinavian,60.167,24.949,273.588,571.898
Finlandia Caviar Shop & Restaurant,60.16691,24.95163,437.9714562306955,Not Listed,5.0,612.2981543333942,76.54612569852911,953.837586910938,24,Specialty Food,60.167,24.952,437.971,612.298
Trillby & Chadwick,60.16835,24.9538,546.4946442635695,Affordable,4.7,621.014858624584,94.99708204340364,959.9253801183216,23,Speakeasies,60.168,24.954,546.495,621.015
Patisserie Teemu & Markus,60.1678773247786,24.9379374190249,368.3473244239708,Most Affordable,4.7,612.3235967866532,76.56211131479978,946.711858130395,34,Desserts,60.168,24.938,368.347,612.324
Kafe Moskova,60.1670113,24.9338894,551.2259958859785,Affordable,4.7,631.0791479330397,149.379988365931,949.115257748346,33,Russian,60.167,24.934,551.226,631.079
Momo Toko,60.16616,24.9339,563.7506772977637,Not Listed,4.7,647.9632543014861,165.1494290038479,972.9668734846312,33,Ramen,60.166,24.934,563.751,647.963
Karl Johan,60.1680266,24.9389719,310.91576649560886,Expensive,4.7,613.1029958825693,146.20575764273474,971.3729291050872,34,Scandinavian,60.168,24.939,310.916,613.103
Zucchini,60.1662313763646,24.9494676174376,295.3683648488057,Most Affordable,4.7,591.5434050760156,136.93437042463597,928.1117790779756,25,Vegetarian,60.166,24.949,295.368,591.543
