Data Point,Foursquare Name,Foursquare Popularity,Foursquare Price,Matched Name,Yelp Name,Yelp Price,Search,Category,Rounded Latitude,Rounded Longitude,Rating
Point of Interest,HSL E2203 Otaranta,0.9615736505032022,Not Listed,,,,19043,Bus Stop,60.182,24.834,
Point of Interest,FaFa´s,0.0640517910254752,Not Listed,,,,13065,Restaurant,60.182,24.851,
Point of Interest,Ravintola Villetta Pizzeria,0.3468980343980344,Affordable,,,,13064,Pizzeria,60.182,24.924,7.6
Point of Interest,Cafe Taideterassi,0.9793256174835122,Most Affordable,,,,13034,Café,60.182,24.937,8.5
Point of Interest,Mascot Bar & Live Stage,0.9874563558774084,Affordable,,,,10039,Music Venue,60.182,24.954,6.5
Point of Interest,Pizza Hut Sompasaari,0.9830192034139402,Most Affordable,,,,13064,Pizzeria,60.182,24.979,
Point of Interest,Thai Burpha,0.928383227725333,Affordable,,,,13352,Thai Restaurant,60.182,24.979,
Point of Interest,Xoxo Restaurant,0.9641067502909608,Affordable,,,,13263,Japanese Restaurant,60.182,24.979,
Point of Interest,Mustikkamaan lenkkipolku,0.9788164360532782,Not Listed,,,,16019,Hiking Trail,60.182,24.991,
Point of Interest,Silversund Café & Terrace,0.964785658864606,Most Affordable,,,,13034,Café,60.182,24.998,
Point of Interest,Cafe Blobba,0.9148212207422732,Most Affordable,,,,13034,Café,60.182,24.999,
Point of Interest,HSL E3309 Henttaankaari,0.985742594107507,Not Listed,,,,19043,Bus Stop,60.183,24.745,
Point of Interest,HSL E2407 Kokinkylänsilta,0.126546925410507,Not Listed,,,,19043,Bus Stop,60.183,24.75,
Point of Interest,HSL E2128 Oriola,0.3674579862281504,Not Listed,,,,19043,Bus Stop,60.183,24.769,
Point of Interest,HSL E2066 Koivumankkaan raitti,0.9636923965907448,Not Listed,,,,19043,Bus Stop,60.183,24.785,
Point of Interest,HSL E2070 Pohjankulma,0.0395499269674644,Not Listed,,,,19043,Bus Stop,60.183,24.794,
Point of Interest,San Luca,0.9844464775846294,Most Affordable,,,,13236,Italian Restaurant,60.183,24.795,6.3
Point of Interest,HSL E2051 Pohjantori,0.3522896903741513,Not Listed,,,,19043,Bus Stop,60.183,24.795,
Point of Interest,Ravintola Artturi,0.7179820548626827,Not Listed,,,,13065,Restaurant,60.183,24.824,
Point of Interest,Olarin panimo Oy,0.9977688961653906,Affordable,,,,13029,Brewery,60.183,24.83,8.7
Point of Interest,HSL E2204 Dipoli,0.9767258952504776,Not Listed,,,,19043,Bus Stop,60.183,24.832,
Point of Interest,Töölö Library (Töölön kirjasto),0.9905922669080564,Not Listed,,,,12080,Library,60.183,24.918,8.4
Point of Interest,Sushi Panda Helsinki,0.9751147678779256,Affordable,,,,13276,Sushi Restaurant,60.183,24.924,
Point of Interest,Beaver Bar/Majava Baari,0.9923137850769428,Most Affordable,,,,13010,Dive Bar,60.183,24.953,7.4
Point of Interest,La Bella Trattoria,0.9818937778049412,Affordable,,,,13236,Italian Restaurant,60.183,24.982,6.6
Point of Interest,HOB Helsinki,0.9761556895139524,Not Listed,,,,13006,Beer Bar,60.183,24.982,
Point of Interest,The Salty Dog,0.8112677378167146,Most Affordable,,,,13018,Pub,60.183,24.982,
Point of Interest,Café Torpedo,0.9619892021207812,Most Affordable,,,,13034,Café,60.183,24.992,
Point of Interest,HSL 4087 Humalniementie,0.5394736842105263,Not Listed,,,,19043,Bus Stop,60.183,25.051,
Point of Interest,Restaurant Thai & China,0.9810275918524582,Affordable,,,,13352,Thai Restaurant,60.184,24.795,
Point of Interest,HSL E2052 Pohjantori,0.3755958973371214,Not Listed,,,,19043,Bus Stop,60.184,24.796,
Point of Interest,HSL E2219 Tietotie,0.2451003996725574,Not Listed,,,,19043,Bus Stop,60.184,24.819,
Point of Interest,Otaniemen Kirjasto,0.038153480682493,Not Listed,,,,12080,Library,60.184,24.819,
Point of Interest,HSL E2225 Aalto-yliopisto,0.7999711080078972,Not Listed,,,,19043,Bus Stop,60.184,24.828,
Point of Interest,HSL E2230 Aalto-yliopisto,0.9949920547021716,Not Listed,,,,19043,Bus Stop,60.184,24.828,
Point of Interest,HSL E2226 Alvar Aallon puisto,0.3314553538466477,Not Listed,,,,19043,Bus Stop,60.184,24.829,
Point of Interest,HSL E2229 Alvar Aallon Puisto,0.2920659379464214,Not Listed,,,,19043,Bus Stop,60.184,24.829,
Point of Interest,Taproom D20,0.984318068730839,Not Listed,,,,13006,Beer Bar,60.184,24.831,
Point of Interest,Bistro Ranta,0.7201650053771208,Not Listed,,,,13027,Bistro,60.184,24.837,4.9
Point of Interest,Restaurant Ranta,0.3657726200221505,Not Listed,,,,13065,Restaurant,60.184,24.837,
Point of Interest,HSL 1316 Linnankoskenkatu,0.097536531747058,Not Listed,,,,19043,Bus Stop,60.184,24.917,
Point of Interest,Kotipizza Topeliuksenkatu,0.9565094400620716,Most Affordable,,,,13032,"Cafe, Coffee, And Tea House",60.184,24.918,6.4
Point of Interest,Korjaamon Baari,0.981928100349153,Expensive,,,,13003,Bar,60.184,24.92,7.0
Point of Interest,HSL 1329 Raitioliikennemuseo,0.9493000775895512,Not Listed,,,,19043,Bus Stop,60.184,24.922,
Point of Interest,William K. Mannerheimintie,0.9835849605586447,Affordable,,,,13006,Beer Bar,60.184,24.924,5.7
Point of Interest,Hesburger Helsinki Töölö,0.9791478080951764,Most Affordable,,,,13145,Fast Food Restaurant,60.184,24.924,4.9
Point of Interest,Pinehill Terrace,0.9897921246605456,Not Listed,,,,13005,Beach Bar,60.184,24.929,8.6
Point of Interest,Töölönlahden kierros,0.9667334798913746,Not Listed,,,,16019,Hiking Trail,60.184,24.936,8.2
Point of Interest,Kuntatalo,0.994689965084702,Not Listed,,,,13065,Restaurant,60.184,24.941,
Point of Interest,Flät no 14,0.9928310487521012,Most Affordable,,,,13034,Café,60.184,24.952,8.7
Point of Interest,Sivukirjasto,0.992750226302858,Affordable,,,,13006,Beer Bar,60.184,24.953,8.1
Point of Interest,Ravintola Kuudes Linja,0.978533557480926,Not Listed,,,,10039,Music Venue,60.184,24.96,7.0
Point of Interest,Pihka Lintulahti,0.9942373593689384,Affordable,,,,13336,Scandinavian Restaurant,60.184,24.962,6.6
Point of Interest,Fazer Food & co ravintola Lintu 5,0.6848894348894349,Not Listed,,,,13065,Restaurant,60.184,24.962,
Point of Interest,The Pantry,0.9847811328074486,Most Affordable,,,,13049,Diner,60.184,24.964,
Point of Interest,Vanha Kalasatama,0.7693893055735161,Affordable,,,,13336,Scandinavian Restaurant,60.184,24.976,5.6
Point of Interest,Harbour Tap & Taste,0.985645933014354,Expensive,,,,13057,Gastropub,60.184,24.983,7.9
Point of Interest,Chef Sebastien,0.1685309711625501,Most Affordable,,,,13145,Fast Food Restaurant,60.184,24.983,
Point of Interest,HSL 4017 Kalliokaivonmäki,0.8826053924738135,Not Listed,,,,19043,Bus Stop,60.184,25.006,
Point of Interest,HSL 4086 Itäniitynpolku,0.92854487262382,Not Listed,,,,19043,Bus Stop,60.184,25.048,
Point of Interest,HSL 4118 Yliskylänkaari,0.94950213371266,Not Listed,,,,19043,Bus Stop,60.184,25.052,
Point of Interest,HSL 4119 Marunakuja,0.9385830208198628,Not Listed,,,,19043,Bus Stop,60.184,25.057,
Point of Interest,Kettuportti,0.9379244500896432,Not Listed,,,,16019,Hiking Trail,60.185,24.734,
Point of Interest,Homeinn International Ky,0.0,Not Listed,,,,13065,Restaurant,60.185,24.742,
Point of Interest,PlusTerveys Pohjois-Tapiolan Hammaslääkärit,0.9743663825620776,Not Listed,,,,15007,Dentist,60.185,24.788,
Point of Interest,Epic Kitchen,0.8950097109195679,Not Listed,,,,13030,Buffet,60.185,24.804,
Point of Interest,HSL E2079 Kalevanvainio,0.9839970465963628,Not Listed,,,,19043,Bus Stop,60.185,24.804,
Point of Interest,Energy Lounge,0.6401181361454872,Expensive,,,,13016,Lounge,60.185,24.812,
Point of Interest,HSL E2221 Innopoli,0.815653039277058,Not Listed,,,,19043,Bus Stop,60.185,24.814,
Point of Interest,Nova Mau-Kas,0.0382016340026644,Not Listed,,,,13065,Restaurant,60.185,24.817,
Point of Interest,Hsl E2218,0.3059661963692396,Not Listed,,,,19043,Bus Stop,60.185,24.819,
Point of Interest,Who the xxxx is Alice,0.9978491516990096,Most Affordable,,,,13064,Pizzeria,60.185,24.825,6.4
Point of Interest,Eat Poke HKI,0.5082422433026758,Not Listed,,,,13193,Poke Restaurant,60.185,24.825,
Point of Interest,Konnichiwa,0.9964206032005908,Affordable,,,,13276,Sushi Restaurant,60.185,24.825,6.4
Point of Interest,Otaniemi Campus Library,0.9758270332739444,Not Listed,,,,12031,College Library,60.185,24.828,
Point of Interest,Library Of Architecture Department,0.5551275260429207,Not Listed,,,,12031,College Library,60.185,24.83,
Point of Interest,Dipoli,0.992873308614629,Not Listed,,,,11029,Convention Center,60.185,24.832,6.5
Point of Interest,Restaurant Metso,0.977544501693392,Not Listed,,,,13065,Restaurant,60.185,24.832,
Point of Interest,Dipoli,0.0326800532896743,Expensive,,,,12013,College And University,60.185,24.832,
Point of Interest,HSL 1413 Kuusisaarenkuja,0.9337255916203284,Not Listed,,,,19043,Bus Stop,60.185,24.857,
Point of Interest,Seurasaaren Joulupolku,0.9837385232122074,Not Listed,,,,16019,Hiking Trail,60.185,24.886,
Point of Interest,HSL 1289 Lastenlinna,0.45827136945558,Not Listed,,,,19043,Bus Stop,60.185,24.91,
Point of Interest,HSL 1290 Lastenlinna,0.9317211948790896,Not Listed,,,,19043,Bus Stop,60.185,24.91,
Point of Interest,HSL 1319 Kirjailijan puisto,0.9948111987585672,Not Listed,,,,19043,Bus Stop,60.185,24.916,
Point of Interest,Hanami Sushi Töölö,0.9906811716022242,Affordable,,,,13276,Sushi Restaurant,60.185,24.916,
Point of Interest,HSL 1317 Linnankoskenkatu,0.9516115996379154,Not Listed,,,,19043,Bus Stop,60.185,24.917,
Point of Interest,HSL 1915 Töölön Kisahalli,0.9896870554765292,Not Listed,,,,19043,Bus Stop,60.185,24.923,
Point of Interest,Noodle Story Kallio,0.9563397129186604,Most Affordable,,,,13315,Noodle Restaurant,60.185,24.942,8.4
Point of Interest,Pihvipaikka Karhunpesä,0.986615802405276,Most Expensive,,,,13032,"Cafe, Coffee, And Tea House",60.185,24.943,7.5
Point of Interest,Pub Pressapari,0.9777657442131128,Most Affordable,,,,13010,Dive Bar,60.185,24.943,6.0
Point of Interest,Helsing Bar,0.9764483382904436,Most Affordable,,,,13010,Dive Bar,60.185,24.952,6.5
Point of Interest,Gastro Cafe Kallio,0.9863248415879996,Most Affordable,,,,13034,Café,60.185,24.953,8.2
Point of Interest,Skiffer Kallio,0.965311004784689,Most Affordable,,,,13064,Pizzeria,60.185,24.953,7.5
Point of Interest,Ravintola Hämeentie - Bites Kallio,0.9907539118065436,Not Listed,,,,13065,Restaurant,60.185,24.961,7.7
Point of Interest,HSL 2517 Käenkuja,0.5662259149101254,Not Listed,,,,19043,Bus Stop,60.185,24.967,
Point of Interest,Tuula Kuhlefelt,0.0,Not Listed,,,,15007,Dentist,60.185,24.998,
Point of Interest,HSL 4028 Kulosaarentie,0.5817923186344239,Not Listed,,,,19043,Bus Stop,60.185,25.001,
Point of Interest,HSL 4027 Kulosaarentie,0.0108787016681753,Not Listed,,,,19043,Bus Stop,60.185,25.001,
Point of Interest,Brändö Stugby,0.0,Not Listed,,,,13032,"Cafe, Coffee, And Tea House",60.185,25.011,
Point of Interest,Bella Marina,0.972148583990689,Not Listed,,,,13065,Restaurant,60.185,25.029,7.9
Point of Interest,Burger Duck,0.5638753792073964,Most Affordable,,,,13031,Burger Joint,60.186,24.746,
Point of Interest,Happy Days Bar & Grill,0.9492303494325932,Most Affordable,,,,13031,Burger Joint,60.186,24.747,
Point of Interest,Mama Suurpelto,0.8512062406702943,Not Listed,,,,13288,Kebab Restaurant,60.186,24.747,
Point of Interest,Vaappuva Ankka Suurpelto,0.8852185358180447,Not Listed,,,,13006,Beer Bar,60.186,24.747,
Point of Interest,HSL E2410 Lukusilta,0.3799296961525497,Not Listed,,,,19043,Bus Stop,60.186,24.758,
Point of Interest,Laurea University of Applied Sciences (Laurea-ammattikorkeakoulu),0.9501452625158504,Not Listed,,,,12013,College And University,60.186,24.806,
Point of Interest,Library,0.5996372449880419,Not Listed,,,,12031,College Library,60.186,24.806,
Point of Interest,Laurea Otaniemen kampus,0.9512206866663456,Not Listed,,,,13065,Restaurant,60.186,24.806,
Point of Interest,ABC Deli Pohjois-Tapiola,0.3747451886807595,Not Listed,,,,13034,Café,60.186,24.808,5.3
Point of Interest,HSL E2220 Innopoli,0.9809954896390106,Not Listed,,,,19043,Bus Stop,60.186,24.813,
Point of Interest,Min Otaniemi,0.3556443716794273,Not Listed,,,,13065,Restaurant,60.186,24.813,
Point of Interest,Täffä AB,0.989582831736248,Not Listed,,,,13003,Bar,60.186,24.833,
Point of Interest,Teknologföreningen TF,0.9908348180607052,Not Listed,,,,13065,Restaurant,60.186,24.833,
Point of Interest,Cafe Meri,0.9672022500969868,Most Affordable,,,,13034,Café,60.186,24.884,7.5
Point of Interest,HSL 1296 Mäntyniemi,0.1347067761541446,Not Listed,,,,19043,Bus Stop,60.186,24.899,
Point of Interest,HSL 1318 Kirjailijan puisto,0.9549334023018232,Not Listed,,,,19043,Bus Stop,60.186,24.916,
Point of Interest,Nepalilainen Ravintola Mountain,0.9754138109401268,Affordable,,,,13194,Himalayan Restaurant,60.186,24.917,7.8
Point of Interest,Ravintola Hong Kong,0.9458247122720808,Most Affordable,,,,13099,Chinese Restaurant,60.186,24.922,5.9
Point of Interest,Kaupunginpuutarha,0.9827929005560584,Not Listed,,,,13065,Restaurant,60.186,24.932,
Point of Interest,Bar 10 Kallio,0.9940353032458296,Expensive,,,,13057,Gastropub,60.186,24.953,7.8
Point of Interest,Alpo Ruuthin polku,0.934541898357688,Not Listed,,,,16019,Hiking Trail,60.186,24.965,
Point of Interest,Playa Del (Playa Del Suvilahti),0.916890275442907,Expensive,,,,13016,Lounge,60.186,24.973,
Point of Interest,RGB Blue Tent Lounge,0.6415686020949178,Expensive,,,,13016,Lounge,60.186,24.976,
Point of Interest,Boneless,0.9433111341006076,Most Affordable,,,,13388,Wings Joint,60.186,24.979,7.0
Point of Interest,Bun2Bun,0.596841458683564,Most Affordable,,,,13031,Burger Joint,60.186,24.979,5.8
Point of Interest,Mad Wok,0.913083538083538,Affordable,,,,13072,Asian Restaurant,60.186,24.979,
Point of Interest,SaiGon Cafe,0.9443456614509246,Affordable,,,,13379,Vietnamese Restaurant,60.186,24.979,
Point of Interest,Fisu & Ranet,0.938122332859175,Most Affordable,,,,13051,Fish And Chips Shop,60.186,24.979,
Point of Interest,Saint Tortillas,0.726803957067115,Most Affordable,,,,13303,Mexican Restaurant,60.186,24.979,
Point of Interest,Food Market Terrace,0.7451587352903143,Most Affordable,,,,13007,Beer Garden,60.186,24.979,
Point of Interest,HSL 4001 Kulosaari,0.5210219190482348,Not Listed,,,,19043,Bus Stop,60.186,24.999,
Point of Interest,Chengdu Ravintola,0.9702654209233156,Not Listed,,,,13127,Szechuan Restaurant,60.186,25.008,7.6
Point of Interest,Le Garage,0.8589082503556188,Not Listed,,,,13065,Restaurant,60.186,25.014,
Point of Interest,Antica Roma,0.7216313203155308,Not Listed,,,,13027,Bistro,60.186,25.017,
Point of Interest,Ravintola Del Mar Herttoniemi,0.9573742402689772,Affordable,,,,13345,Spanish Restaurant,60.186,25.032,8.4
Point of Interest,HSL E3312 Lukutori,0.9785301167292888,Not Listed,,,,19043,Bus Stop,60.187,24.743,
Point of Interest,HSL E2069 Visamäki,0.9911237379817338,Not Listed,,,,19043,Bus Stop,60.187,24.784,
Point of Interest,Pohjois-Tapiolan hammashoitola,0.3727227492335596,Not Listed,,,,15007,Dentist,60.187,24.792,
Point of Interest,Sepon koulun kirjasto,0.4470714755782411,Not Listed,,,,12031,College Library,60.187,24.795,
Point of Interest,Ravintola Grilli Toro,0.9873517279016388,Affordable,,,,13383,Steakhouse,60.187,24.797,7.6
Point of Interest,HSL E2053 Takojantie,0.9416863292724034,Not Listed,,,,19043,Bus Stop,60.187,24.797,
Point of Interest,Bella Bistro,0.89935956084172,Affordable,,,,13236,Italian Restaurant,60.187,24.797,
Point of Interest,Ravintola Kuningas,0.9911718913019052,Most Affordable,,,,13064,Pizzeria,60.187,24.797,
Point of Interest,HSL E2075 Takojantie,0.9524084685639076,Not Listed,,,,19043,Bus Stop,60.187,24.797,
Point of Interest,HSL E2065 Keijuniitty,0.8877225084669588,Not Listed,,,,19043,Bus Stop,60.187,24.803,
Point of Interest,HSL E2227 Tietäjä,0.959824079870307,Not Listed,,,,19043,Bus Stop,60.187,24.809,
Point of Interest,TUAS-kirjasto,0.2946822683424022,Not Listed,,,,12031,College Library,60.187,24.819,
Point of Interest,Ravintola TUAS,0.9841575576636008,Not Listed,,,,13065,Restaurant,60.187,24.82,
Point of Interest,Learning Hub Atrium,0.946935041171089,Not Listed,,,,12031,College Library,60.187,24.82,
Point of Interest,Aalto Learning Hub Greenhouse,0.0891799489574806,Not Listed,,,,12031,College Library,60.187,24.821,
Point of Interest,Ravintola Tietotekniikantalo,0.3619685077286079,Not Listed,,,,13065,Restaurant,60.187,24.822,
Point of Interest,Donors' Lounge,0.9587968090399832,Expensive,,,,13016,Lounge,60.187,24.822,
Point of Interest,HSL E2206 Teknillinen korkeak,0.4338453636378228,Not Listed,,,,19043,Bus Stop,60.187,24.828,
Point of Interest,Hsl Otakaari E2231,0.8230365483700102,Not Listed,,,,19043,Bus Stop,60.187,24.828,
Point of Interest,HSL E2228 Jämeräntaival,0.4361246207926036,Not Listed,,,,19043,Bus Stop,60.187,24.834,
Point of Interest,HSL 1411 Kuusiniementie,0.6726852450536661,Not Listed,,,,19043,Bus Stop,60.187,24.868,
Point of Interest,HSL V1410 Varistontie,0.2527722100090521,Not Listed,,,,19043,Bus Stop,60.187,24.869,
Point of Interest,HSL 1410 Kuusiniementie,0.8141811069442648,Not Listed,,,,19043,Bus Stop,60.187,24.87,
Point of Interest,HSL 1298 Ruutikellarit,0.6443165653691969,Not Listed,,,,19043,Bus Stop,60.187,24.896,
Point of Interest,HSL 1294 Humallahti,0.8277835251519462,Not Listed,,,,19043,Bus Stop,60.187,24.902,
Point of Interest,Folkhälsan Vauvauinti,0.4209313979050821,Not Listed,,,,12009,Education,60.187,24.915,
Point of Interest,Restaurant Bistro Stadion,0.9778788956420535,Not Listed,,,,13027,Bistro,60.187,24.928,
Point of Interest,Salama,0.9715343333764388,Not Listed,,,,10001,Amusement Park,60.187,24.94,7.7
Point of Interest,Soittoruokala Roskapankki,0.9911580240527608,Most Affordable,,,,13010,Dive Bar,60.187,24.952,5.5
Point of Interest,Harju 8,0.9917237811974654,Not Listed,,,,13027,Bistro,60.187,24.958,8.9
Point of Interest,William K. Kurvi,0.9957810681494892,Expensive,,,,13018,Pub,60.187,24.961,6.3
Point of Interest,Ravintola Kolme Kaisaa,0.9969934048881416,Expensive,,,,13018,Pub,60.187,24.962,5.1
Point of Interest,The Firm,0.9771757403336352,Expensive,,,,13009,Cocktail Bar,60.187,24.966,
Point of Interest,LiLin Herkku,0.7322594723910514,Most Affordable,,,,13334,Sandwich Spot,60.187,24.966,
Point of Interest,HSL 2518 Suvilahti,0.9726577654209232,Not Listed,,,,19043,Bus Stop,60.187,24.97,
Point of Interest,Stadin Panimo,0.9844740075003232,Expensive,,,,13003,Bar,60.187,24.973,8.2
Point of Interest,Peloton,0.9872219707746024,Not Listed,,,,13065,Restaurant,60.187,24.974,
Point of Interest,HSL 2553 Kalasatama,0.9813219319798268,Not Listed,,,,19043,Bus Stop,60.187,24.977,
Point of Interest,Oluthuone Haavi,0.9975914910125436,Not Listed,,,,13006,Beer Bar,60.187,24.978,6.3
Point of Interest,Rax Buffet,0.9730295486874434,Not Listed,,,,13030,Buffet,60.187,24.978,
Point of Interest,Luckiefun's,0.9876664942454416,Affordable,,,,13276,Sushi Restaurant,60.187,24.979,7.0
Point of Interest,Ravintola Hangon Makaronitehdas,0.977749579723264,Affordable,,,,13236,Italian Restaurant,60.187,24.979,6.6
Point of Interest,Hanko Aasia,0.9940110565110564,Affordable,,,,13276,Sushi Restaurant,60.187,24.979,
Point of Interest,Daya Middle Eastern Food,0.2736001551791025,Affordable,,,,13309,Middle Eastern Restaurant,60.187,24.979,
Point of Interest,Eat Your Greens,0.6013998448208975,Most Affordable,,,,13332,Salad Restaurant,60.187,24.98,
Point of Interest,Yami Yami,0.4608415233415233,Affordable,,,,13263,Japanese Restaurant,60.187,24.98,
Point of Interest,Hsl 2552,0.982065498512867,Not Listed,,,,19043,Bus Stop,60.187,24.981,
Point of Interest,Kalasataman Pizza & Burger,0.9705563817405922,Most Affordable,,,,13064,Pizzeria,60.187,24.982,
Point of Interest,Lautturinkujan ranta,0.9478452735031684,Not Listed,,,,13065,Restaurant,60.187,24.995,
Point of Interest,Ravintola Kuparilyhty,0.969578430104746,Affordable,,,,13003,Bar,60.187,25.008,5.4
Point of Interest,Hammaslääkäri Sirkku Ojala-Väyrynen,0.0,Not Listed,,,,15007,Dentist,60.187,25.015,
Point of Interest,HSL 4075 Killingholmankuja,0.0659753653174705,Not Listed,,,,19043,Bus Stop,60.187,25.035,
Point of Interest,HSL H4074 Killingholmankuja,0.9141746411483254,Not Listed,,,,19043,Bus Stop,60.187,25.036,
Point of Interest,Ulla Karhu Hammashoitopalvelut,0.0,Not Listed,,,,15007,Dentist,60.187,25.037,
Point of Interest,Tuorinniemen koira-aitaus,0.7278708133971292,Not Listed,,,,16033,Dog Park,60.187,25.043,
